A27.9;Leptospirose, SAI;
A28.0;Pasteurellose;
A28.1;Mal. des griffes du chat;
A28.2;Yersiniose extra-intest.;
A28.8;Autres anthropozoonoses bact. préc., NCA.;
A28.9;Anthropozoonose bact., SAI;
A30.0;Lèpre indéterminée;
A30.1;Lèpre tuberculoïde;
A30.2;Lèpre tuberculoïde de type intermédiaire atypique;
A30.3;Lèpre de type intermédiaire atypique;
A30.4;Lèpre lépromateuse de type intermédiaire atypique;
A30.5;Lèpre lépromateuse;
A30.8;Autres formes de lèpre;
A30.9;Lèpre, SAI;
A31.0;Infect. pulm. à mycobacties atypiques;
A31.1;Infect. cutanée à mycobacteries atypiques;
A31.8;Autres infect. à mycobacteries atypiques;
A31.9;Infect. à mycobacteries atypiques, SAI;
A32.0;Listériose cutanée;
A32.1;Méningite et méningo-encéphalite listériennes;
A32.7;Septicémie listérienne;
A32.8;Autres formes de listériose;
A32.9;Listériose, SAI;
A33.3;Tétanos néonat.;
A34.4;Tétanos obst.;
A35.5;Autres formes de tétanos;
A36.0;Diphtérie pharyngée;
A36.1;Diphtérie rhinopharyngée;
A36.2;Diphtérie laryngée;
A36.3;Diphtérie cutanée;
A36.8;Autres formes de diphtérie;
A36.9;Diphtérie, SAI;
A37.0;Coqueluche à Bordetella pertussis;
A37.1;Coqueluche à Bordetella parapertussis;
A37.8;Coqueluche due à d'autres espèces de Bordetella;
A37.9;Coqueluche, SAI;
A38.8;Scarlatine;
A39.0;Méningite à méningocoques (G01*);
A39.1;Synd. de Waterhouse-Friderichsen (E35.1*);
A39.2;Méningococcémie aig.;
A39.3;Méningococcémie chron.;
A39.4;Méningococcémie, SAI;
A39.5;Cardite à méningocoques;
A39.8;Autres infect. à méningocoques;
A39.9;Infect. méningococcique, SAI;
A40.0;Septicémie à streptocoques, groupe A;
A40.1;Septicémie à streptocoques, groupe B;
A40.2;Septicémie à streptocoques, groupe D;
A40.3;Septicémie à Streptococcus pneumoniae;
A40.8;Autres septicémies à streptocoques;
A40.9;Septicémie à streptocoques, SAI;
A41.0;Septicémie à saphyloc. dorés;
A41.1;Septicémie à d'autres saphyloc. préc.;
A41.2;Septicémie à saphyloc. SAI.;
A41.3;Septicémie à Haemophilus influenzae;
A41.4;Septicémie à micro-org. anaérobies;
A41.5;Septicémie à d'autres micro-org. Gram négatif;
A41.8;Autres septicémies préc.;
A41.9;Septicémie, SAI;
A42.0;Actinomycose pulm.;
A42.1;Actinomycose abdo.;
A42.2;Actinomycose cervico-faciale;
A42.7;Septicémie actinomycosique;
A42.8;Autres formes d'actinomycose;
A42.9;Actinomycose, SAI;
A43.0;Nocardiose pulm.;
A43.1;Nocardiose cutanée;
A43.8;Autres formes de nocardiose;
A43.9;Nocardiose, SAI;
A44.0;Bartonellose généralisée;
A44.1;Bartonellose cutanée et cutanéo-muq.;
A44.8;Autres formes de bartonellose;
A44.9;Bartonellose, SAI;
A46.6;Érysipèle;
A48.0;Gangrène gazeuse;
A48.1;Mal. des légionnaires (pulm.);
A48.2;Mal. des légionnaires, sans signes pulm. [fièvre de Pontiac];
A48.3;Synd. du choc toxique;
A48.4;Fièvre purpurique du Brésil;
A48.8;Autres mal. bact. préc.;
A49.0;Infect. à saphyloc., SAI;
A49.1;Infect. à streptocoques, SAI;
A49.2;Infect. à Haemophilus influenzae, SAI;
A49.3;Infect. à Mycoplasma, SAI;
A49.8;Autres infect. bact., siège SAI.;
A49.9;Infect. bact., SAI;
A50.0;Syphilis cong. précoce, sympt.;
A50.1;Syphilis cong. précoce, latente;
A50.2;Syphilis cong. précoce, SAI;
A50.3;Oculopathie syphilitique cong. tardive;
A50.4;Syphilis cong. nerv. tardive [neuro-syphilis juv.];
A50.5;Autres formes tardives de syphilis cong., sympt.;
A50.6;Syphilis cong. tardive, latente;
A50.7;Syphilis cong. tardive, SAI;
A50.9;Syphilis cong., SAI;
A51.0;Syphilis gén. 1aire;
A51.1;Syphilis anale 1aire;
A51.2;Syphilis 1aire d'autres loc.;
A51.3;Syphilis 2aire. de la peau et des muq.;
A51.4;Autres formes de syphilis 2aire.;
A51.5;Syphilis précoce, latente;
A51.9;Syphilis précoce, SAI;
A52.0;Syphilis cardio-vasc.;
A52.1;Syphilis nerv. sympt.;
A52.2;Syphilis nerv. asympt.;
A52.3;Syphilis nerv., SAI;
A52.7;Autres formes tardives de syphilis sympt.;
A52.8;Syphilis tardive, latente;
A52.9;Syphilis tardive, SAI;
A53.0;Syphilis latente, (SAI. précoce ou tardive);
A53.9;Syphilis, SAI;
A54.0;Infect. gonococ. de la partie inf. de l'app. gén-urin., (sans abcès périurétral ou des gld. annexes);
A54.1;Infect. gonococ. de la partie inf. de l'app. gén-urin., avec abcès périurétral et des gld. annexes;
A54.2;Pelvipéritonite gonococ. et autres infect. gén-urin. gonococ.;
A54.3;Infect. gonococ. de l'oeil;
A54.4;Infect. gonococ. du syst. os-art. et des muscles;
A54.5;Pharyngite gonococ.;
A54.6;Infect. gonococ. de l'anus et du rectum;
A54.8;Autres infect. gonococ.;
A54.9;Infect. gonococ., SAI;
A55.5;Lymphogranulomatose vénérienne à Chlamydia;
A56.0;Infect. à Chlamydia de la partie inf. de l'app. gén-urin.;
A56.1;Infect. à Chlamydia, pelvi-périt. et des autres org. gén-urin.;
A56.2;Infect. à Chlamydia de l'app. gén-urin., SAI;
A56.3;Infect. à Chlamydia de l'anus et du rectum;
A56.4;Infect. à Chlamydia du pharynx;
A56.8;Infect. à Chlamydia transmise par voie sexuelle, autres loc.;
A57.7;Chancre mou;
A58.8;Granulome inguinal;
A59.0;Trichomonase uro-gén.;
A59.8;Autres loc. de trichomonase;
A59.9;Trichomonase, SAI;
A60.0;Infect. des org. gén. et de l'app. gén-urin. par le virus de l'herpès;
A60.1;Infect. de la marge cutanée de l'anus et du rectum, par le virus de l'herpès;
A60.9;Infect. ano-gén. par le virus de l'herpès, SAI;
A63.0;Condylomes ano-gén. (vénériens);
A63.8;Autres mal. préc. dont le mode de transm. est essentiellement sexuel;
A64.4;Mal. sexuellement transmise, SAI;
A65.5;Syphilis non vénérienne;
A66.0;Lés. initiales du pian;
A66.1;Papillomes mult. et pian plantaire humide (pian-crabe);
A66.2;Autres lés. cutanées précoces du pian;
A66.3;Hyperkératose pianique;
A66.4;Gommes et ulcères pianiques;
A66.5;Gangosa;
A66.6;Lés. os-art. pianiques;
A66.7;Autres manif. du pian;
A66.8;Pian latent;
A66.9;Pian, SAI;
A67.0;Lés. initiales de la pinta;
A67.1;Lés. intermédiaires de la pinta;
A67.2;Lés. tardives de la pinta;
A67.3;Lés. mixtes de la pinta;
A67.9;Pinta, SAI;
A68.0;Fièvre récurrente [borréliose] à poux;
A68.1;Fièvre récurrente [borréliose] à tiques;
A68.9;Fièvre récurrente [borréliose], SAI;
A69.0;Stomatite ulcéro-nécrotique;
A69.1;Autres infect. dites de Vincent;
A69.2;Mal. de Lyme;
A69.8;Autres infect. à spirochètes préc.;
A69.9;Infect. à spirochètes, SAI;
A70.0;Infect. à Chlamydia psittaci;
A71.0;Phase initiale du trachome;
A71.1;Phase active du trachome;
A71.9;Trachome, SAI;
A74.0;Conjonctivite à Chlamydia (H13.1*);
A74.8;Autres infect. à Chlamydia préc.;
A74.9;Infect. à Chlamydia, SAI;
A75.0;Typhus épidémique à poux dû à Rickettsia prowazekii;
A75.1;Typhus résurgent [mal. de Brill];
A75.2;Typhus à Rickettsia typhi;
A75.3;Typhus à Rickettsia tsutsugamushi;
A75.9;Typhus, SAI;
A77.0;Fièvre pourprée à Rickettsia rickettsii;
A77.1;Fièvre pourprée à Rickettsia conorii;
A77.2;Fièvre pourprée due à Rickettsia sibirica;
A77.3;Fièvre pourprée due à Rickettsia australis;
A77.8;Autres fièvres pourprées;
A77.9;Fièvre pourprée, SAI;
A78.8;Fièvre Q;
A79.0;Fièvres des tranchées;
A79.1;Rickettsiose varicelliforme due à Rickettsia akari;
A79.8;Autres types préc. de rickettsiose;
A79.9;Rickettsiose, SAI;
A80.0;Polio. paralytique aig., associée au virus vaccinal;
A80.1;Polio. paralytique aig., virus sauvage importé;
A80.2;Polio. paralytique aig., virus sauvage indigène;
A80.3;Polio. paralytiques aig., NCA ou SAI;
A80.4;Polio. aig. non paralytique;
A80.9;Polio. aig., SAI;
A81.0;Mal. de Creutzfeldt-Jakob;
A81.1;Panencéphalite sclérosante subaig.;
A81.2;Leucoencéphalopathie multifocale (progressive);
A81.8;Autres infect. atypiques à virus, du S.N.C.;
A81.9;Infect. atypique à virus, du S.N.C., SAI;
A82.0;Rage sylvatique;
A82.1;Rage des rues [rage citadine];
A82.9;Rage, SAI;
A83.0;Encéphalite japonaise;
A83.1;Encéphalite équine occidentale;
A83.2;Encéphalite équine orientale;
A83.3;Encéphalite de Saint-Louis;
A83.4;Encéphalite australienne;
A83.5;Encéphalite de Californie;
A83.6;Mal. à virus de Rocio;
A83.8;Autres encéphalites virales transmises par des moustiques;
A83.9;Encéphalite virale transmise par des moustiques, SAI;
A84.0;Encéphalite de la taïga [encéphalite verno-estivale russe];
A84.1;Encéphalite d'Europe centrale transmise par des tiques;
A84.8;Autres encéphalites virales transmises par des tiques;
A84.9;Encéphalite virale transmise par des tiques, SAI;
A85.0;Encéphalite à entérovirus (G05.1*);
A85.1;Encéphalite à adénovirus (G05.1*);
A85.2;Encéphalite virale transmise par des arthropodes, SAI;
A85.8;Autres encéphalites virales préc.;
A86.6;Encéphalite virale, SAI;
A87.0;Méningite à entérovirus (G02.0*);
A87.1;Méningite à adénovirus (G02.0);
A87.2;Chorioméningite lymphocytaire;
A87.8;Autres méningites virales;
A87.9;Méningite virale, SAI;
A88.0;Fièvre exanthémateuse à entérovirus [exanthème de Boston];
A88.1;Vertige épidémique;
A88.8;Autres infect. virales préc. du S.N.C.;
A89.9;Infect. virale du S.N.C., SAI;
A90.0;Dengue [dengue classique];
A91.1;Fièvre hémorr. due au virus de la dengue;
A92.0;Fièvre de Chikungunya;
A92.1;Fièvre due au virus O'nyong-nyong;
A92.2;Fièvre équine vénézuélienne;
A92.3;Fièvre due au virus West-Nile;
A92.4;Fièvre de la vallée du Rift;
A92.8;Autres fièvres virales préc., transmises par des moustiques;
A92.9;Fièvre virale transmise par des moustiques, SAI;
A93.0;Fièvre d'Oropouche;
A93.1;Fièvre à phlébotome;
A93.2;Fièvre à tiques du Colorado;
A93.8;Autres fièvres virales préc., transmises par des arthropodes;
A94.4;Fièvre virale transmise par des arthropodes, SAI;
A95.0;Fièvre jaune sylvatique;
A95.1;Fièvre jaune citadine;
A95.9;Fièvre jaune, SAI;
A96.0;Fièvre hémorr. de Junin;
A96.1;Fièvre hémorr. de Machupo;
A96.2;Fièvre de Lassa;
A96.8;Autres fièvres hémorr. à arénavirus;
A96.9;Fièvre hémorr. à arénavirus, SAI;
A98.0;Fièvre hémorr. de Crimée [du Congo];
A98.1;Fièvre hémorr. d'Omsk;
A98.2;Mal. de la forêt de Kyasanur;
A98.3;Mal. de Marburg;
A98.4;Mal. à virus Ebola;
A98.5;Fièvre hémorr. avec synd. rénal;
A98.8;Autres fièvres hémorr. virales préc.;
A99.9;Fièvre hémorr. virale, SAI;
B00.0;Eczéma herpétique;
B00.1;Dermite vésiculaire due au virus de l'herpès;
B00.2;Gingivo-stomatite et pharyngo-amygdalite due au virus de l'herpès;
B00.3;Méningite due au virus de l'herpès (G02.0*);
B00.4;Encéphalite due au virus de l'herpès (G05.1*);
B00.5;Aff. oculaires dues au virus de l'herpès;
B00.7;Mal. disséminée due au virus de l'herpès;
B00.8;Autres formes d'infect. due au virus de l'herpès;
B00.9;Infect. due au virus de l'herpès, SAI;
B01.0;Méningite varicelleuse (G02.0*);
B01.1;Encéphalite varicelleuse (G05.1*);
B01.2;Pneumopathie varicelleuse (J17.1*);
B01.8;Varicelle avec autres complic.;
B01.9;Varicelle (sans complic.);
B02.0;Encéphalite zostérienne (G05.1*);
B02.1;Méningite zostérienne (G02.0*);
B02.2;Zona accompagné d'autres manif. neuro.;
B02.3;Zona ophtalmique;
B02.7;Zona disséminé;
B02.8;Zona avec autres complic.;
B02.9;Zona (sans complic.);
B03.3;Variole;
B04.4;Monkeypox;
B05.0;Rougeole compliq. d'une encéphalite (G05.1*);
B05.1;Rougeole compliq. d'une méningite (G02.0*);
B05.2;Rougeole compliq. d'une pneumopathie (J17.1*);
B05.3;Rougeole compliq. d'une otite moy. (H67.1*);
B05.4;Rougeole avec complic. intest.;
B05.8;Rougeole avec autres complic.;
B05.9;Rougeole (sans complic.);
B06.0;Rubéole avec complic. neuro.;
B06.8;Rubéole avec autres complic.;
B06.9;Rubéole (sans complic.);
B07.7;Verrues d'or. virale;
B08.0;Autres infect. à orthopoxvirus;
B08.1;Molluscum contagiosum;
B08.2;Exanthème subit [sixième mal.] [roséole infantile];
B08.3;Érythème infect. [cinquième mal.] [mégalérythème épidémique];
B08.4;Stomatite vésiculaire avec exanthème, due à un entérovirus;
B08.5;Pharyngite vésiculaire due à un entérovirus;
B08.8;Autres infect. virales préc., caractérisées par des lés. cutanéo-muq.;
B09.9;Infect. virale caractérisée par des lés. cutanéo-muq., SAI;
B15.0;Hépatite A avec coma hépatique;
B15.9;Hépatite A (sans coma hépatique);
B16.0;Hépatite aig. B avec agent delta, avec coma hépatique;
B16.1;Hépatite aig. B avec agent delta, sans coma hépatique;
B16.2;Hépatite aig. B sans agent delta, avec coma hépatique;
B16.9;Hépatite (aig.) B (sans agent delta et sans coma hépatique);
B17.0;(Sur)infect. aig. par agent delta d'un sujet porteur de l'hépatite B;
B17.1;Hépatite aig. C;
B17.2;Hépatite aig. E;
B17.8;Autres hépatites virales aig. préc.;
B17.9;Hépatite virale aigüe, SAI;
B18.0;Hépatite virale chron. B avec agent delta;
B18.1;Hépatite virale chron. B sans agent delta;
B18.2;Hépatite virale chron. C;
B18.8;Autres hépatites virales chron.;
B18.9;Hépatite virale chron., SAI;
B19.0;Hépatite virale, SAI, avec coma;
B19.9;Hépatite virale, SAI, (sans coma);
B20.0;Mal. par VIH à l'or. d'une infect. mycobact.;
B20.1;Mal. par VIH à l'or. d'autres infect. bact.;
B20.2;Mal. par VIH à l'or. d'infect. à cytomégalovirus;
B20.3;Mal. par VIH à l'or. d'autres infect. virales;
B20.4;Mal. par VIH à l'or. de candidose;
B20.5;Mal. par VIH à l'or. d'autres mycoses;
B20.6;Mal. par VIH à l'or. de pneumopathie à Pneumocystis;
B20.7;Mal. par VIH à l'or. d'infect. mult.;
B20.8;Mal. par VIH à l'or. d'autres mal. infect. et parasit.;
B20.9;Mal. par VIH à l'or. d'une mal. infect. ou parasit. SAI.;
B21.0;Mal. par VIH à l'or. d'un sarcome de Kaposi;
B21.1;Mal. par VIH à l'or. d'un lymph. de Burkitt;
B21.2;Mal. par VIH à l'or. d'autres lymph. non hodgkiniens;
B21.3;Mal. par VIH à l'or. d'autres T. m. des tissus lymphoïde, hémato. et apparentés;
B21.7;Mal. par VIH à l'or. de T. m. mult.;
B21.8;Mal. par VIH à l'or. d'autres T. m.;
B21.9;Mal. par VIH à l'or. d'une T.m., SAI;
B22.0;Mal. par VIH à l'or. d'une encéphalopathie;
B22.1;Mal. par VIH à l'or. d'une pneumopathie lymphoïde interst.;
B22.2;Mal. par VIH à l'or. d'un synd. cachectique;
B22.7;Mal. par VIH à l'or. de mal. mult. cl. ail.;
B23.0;Synd. d'infect. aig. par VIH;
B23.1;Mal. par VIH à l'or. d'adénopathies généralisées (persistantes);
B23.2;Mal. par VIH à l'or. d'anom. hémato. et immun., NCA.;
B23.8;Mal. par VIH à l'or. d'autres états préc.;
B24.4;Immunodéfic. humaine virale [VIH], SAI;
B25.0;Pneumopathie à cytomégalovirus (J17.1*);
B25.1;Hépatite à cytomégalovirus (K77.0*);
B25.2;Pancréatite à cytomégalovirus (K87.1*);
B25.8;Autres mal. à cytomégalovirus;
B25.9;Mal. à cytomégalovirus, SAI;
B26.0;Orchite ourlienne (N51.1*);
B26.1;Méningite ourlienne (G02.0*);
B26.2;Encéphalite ourlienne (G05.1*);
B26.3;Pancréatite ourlienne (K87.1*);
B26.8;Oreillons avec autres complic.;
B26.9;Oreillons (sans complic.);
B27.0;Mononucléose due à herpèsvirus gamma;
B27.1;Mononucléose à cytomégalovirus;
B27.8;Autres mononucléoses infect.;
B27.9;Mononucléose infect., SAI;
B30.0;Kératoconjonctivite due à un adénovirus (H19.2*);
B30.1;Conjonctivite due à un adénovirus (H13.1*);
B30.2;Pharyngo-conjonctivite virale;
B30.3;Conjonctivite hémorr. (aig. épidémique) (entérovirale) (H13.1*);
B30.8;Autres conjonctivites virales (H13.1*);
B30.9;Conjonctivite virale, SAI;
B33.0;Myalgie épidémique;
B33.1;Mal. de la Ross River;
B33.2;Cardite virale;
B33.3;Infect. à rétrovirus, NCA.;
B33.4;Synd. (cardio-)pulm. à virus Hanta [hantavirus] [SPH] [SCPH] (J17.1*);
B33.8;Autres mal. à virus préc.;
B34.0;Infect. adénovirale, SAI;
B34.1;Infect. entérovirale, SAI;
B34.2;Infect. coronavirale, SAI;
B34.3;Infect. parvovirale, SAI;
B34.4;Infect. papovavirale, SAI;
B34.8;Autres infect. virales, siège SAI.;
B34.9;Infect. virale, SAI;
B35.0;Teigne de la barbe et du cuir chevelu;
B35.1;Teigne de l'ongle;
B35.2;Teigne de la main;
B35.3;Teigne du pied;
B35.4;Teigne de la peau glabre;
B35.5;Teigne imbriquée;
B35.6;Teigne du mb. inf.;
B35.8;Autres dermatophytoses;
B35.9;Dermatophytose, SAI;
B36.0;Pityriasis versicolor;
B36.1;Tinea nigra;
B36.2;Piedra blanche;
B36.3;Piedra noire;
B36.8;Autres mycoses superf. préc.;
B36.9;Mycose superf., SAI;
B37.0;Stomatite à Candida;
B37.1;Candidose pulm.;
B37.2;Candidose de la peau et des ongles;
B37.3;Candidose de la vulve et du vagin (N77.1*);
B37.4;Candidose d'autres loc. uro-gén.;
B37.5;Méningite à Candida (G02.1*);
B37.6;Endocardite à Candida (I39.8*);
B37.7;Septicémie à Candida;
B37.8;Autres loc. de candidose;
B37.9;Candidose, SAI;
B38.0;Coccidioïdomycose pulm. aig.;
B38.1;Coccidioïdomycose pulm. chron.;
B38.2;Coccidioïdomycose pulm., SAI;
B38.3;Coccidioïdomycose cutanée;
B38.4;Méningite à coccidioïdomycose (G02.1*);
B38.7;Coccidioïdomycose disséminée;
B38.8;Autres formes de coccidioïdomycose;
B38.9;Coccidioïdomycose, SAI;
B39.0;Histoplasmose pulm. aig. à Histoplasma capsulatum;
B39.1;Histoplasmose pulm. chron. à Histoplasma capsulatum;
B39.2;Histoplasmose pulm. à Histoplasma capsulatum, SAI;
B39.3;Histoplasmose disséminée à Histoplasma capsulatum;
B39.4;Histoplasmose à Histoplasma capsulatum, SAI;
B39.5;Histoplasmose à Histoplasma duboisii;
B39.9;Histoplasmose, SAI;
B40.0;Blastomycose pulm. aig.;
B40.1;Blastomycose pulm. chron.;
B40.2;Blastomycose pulm., SAI;
B40.3;Blastomycose cutanée;
B40.7;Blastomycose disséminée;
B40.8;Autres formes de blastomycose;
B40.9;Blastomycose, SAI;
B41.0;Paracoccidioïdomycose pulm.;
B41.7;Paracoccidioïdomycose disséminée;
B41.8;Autres formes de paracoccidioïdomycose;
B41.9;Paracoccidioïdomycose, SAI;
B42.0;Sporotrichose pulm. (J99.8*);
B42.1;Sporotrichose lympho-cutanée;
B42.7;Sporotrichose disséminée;
B42.8;Autres formes de sporotrichose;
B42.9;Sporotrichose, SAI;
B43.0;Chromomycose cutanée;
B43.1;Abcès phaeohyphomycosique du cerveau;
B43.2;Abcès et kyste phaeohyphomycosiques /s-cut.;
B43.8;Autres formes de chromomycose;
B43.9;Chromomycose, SAI;
B44.0;Aspergillose pulm. invasive;
B44.1;Autres aspergilloses pulm.;
B44.2;Aspergillose amygdalienne;
B44.7;Aspergillose disséminée;
B44.8;Autres formes d'aspergillose;
B44.9;Aspergillose, SAI;
B45.0;Cryptococcose pulm.;
B45.1;Cryptococcose céréb.;
B45.2;Cryptococcose cutanée;
B45.3;Cryptococcose osseuse;
B45.7;Cryptococcose disséminée;
B45.8;Autres formes de cryptococcose;
B45.9;Cryptococcose, SAI;
B46.0;Mucormycose pulm.;
B46.1;Mucormycose rhinocéréb.;
B46.2;Mucormycose gastro-intest.;
B46.3;Mucormycose cutanée;
B46.4;Mucormycose disséminée;
B46.5;Mucormycose, SAI;
B46.8;Autres zygomycoses;
B46.9;Zygomycose, SAI;
B47.0;Eumycétome;
B47.1;Actinomycétome;
B47.9;Mycétome, SAI;
B48.0;Lobomycose;
B48.1;Rhinosporidose;
B48.2;Allescheriase;
B48.3;Géotrichose;
B48.4;Pénicilliose;
B48.7;Mycoses opportunistes;
B48.8;Autres mycoses préc.;
B49.9;Mycose, SAI;
B50.0;Paludisme à Plasmodium falciparum avec complic. céréb.;
B50.8;Autres formes sévères et compliq. de paludisme à Plasmodium falciparum;
B50.9;Paludisme à Plasmodium falciparum, SAI;
B51.0;Paludisme à Plasmodium vivax, avec rupture de la rate;
B51.8;Paludisme à Plasmodium vivax, avec autres complic.;
B51.9;Paludisme à Plasmodium vivax, (sans complic.);
B52.0;Paludisme à Plasmodium malariae, avec atteinte rénale;
B52.8;Paludisme à Plasmodium malariae, avec autres complic.;
B52.9;Paludisme à Plasmodium malariae, (sans complic.);
B53.0;Paludisme à Plasmodium ovale;
B53.1;Paludisme à plasmodies simiennes;
B53.8;Autres paludismes, confirm. par ex. parasito., NCA.;
B54.4;Paludisme, SAI;
B55.0;Leishmaniose viscérale;
B55.1;Leishmaniose cutanée;
